file_id	-	total_length	rep_type	relaxase_type	mpf_type	orit_type	PredictedMobility
AI2719_v1_c14	G362	1565	ColRNAI_rep_cluster_1885	-	-	-	Non-mobilizable
AI2719_v1_c15	G925	1506	ColRNAI_rep_cluster_1885	-	-	-	Non-mobilizable
AI2719_v1_c16	G363	1388	-	-	-	-	Non-mobilizable
AI2719_v1_c17	G364	524	-	-	-	-	Non-mobilizable
AI2719_v1_c2	G1	146326	IncFIIA,IncFIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2719_v1_c3	G1	97999	-	MOBP	MPF_T	-	Conjugative
AI2719_v1_c4	G185	92171	-	-	-	-	Non-mobilizable
AI2719_v1_c5	G1	37779	IncN	MOBF	MPF_T	MOBF	Conjugative
AI2719_v1_c6	-	13899	-	-	-	-	Non-mobilizable
AI2719_v1_c7	G1101	6234	-	-	-	-	Non-mobilizable
AI2719_v1_c8	G365	6134	-	-	-	-	Non-mobilizable
AI2719_v1_c9	G366	5472	-	-	-	-	Non-mobilizable
AI2721_v1_c1	-	5186323	-	MOBP,MOBP	-	-	Mobilizable
AI2721_v1_c2	G1	146311	IncFIIA,IncFIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2721_v1_c3	G1	38262	IncN	MOBF	MPF_T	MOBF	Conjugative
AI2721_v1_c4	G367	2102	Inc13	-	-	-	Non-mobilizable
AI2721_v1_c5	G368	1565	ColRNAI_rep_cluster_1885	-	-	-	Non-mobilizable
AI2721_v1_c6	G369	1506	ColRNAI_rep_cluster_1885	-	-	-	Non-mobilizable
AI2722_v1_c1	-	5356268	-	-	MPF_T	-	Non-mobilizable
AI2722_v1_c2	G1	135027	IncFIB	-	-	-	Non-mobilizable
AI2722_v1_c3	G1	113639	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2723_v1_c1	-	5373054	-	-	-	-	Non-mobilizable
AI2723_v1_c2	G1	286263	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2723_v1_c3	G1	14708	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2739_v1_c1	-	5352765	-	-	MPF_T	-	Non-mobilizable
AI2739_v1_c2	G1	203654	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2739_v1_c3	G1	65869	-	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2739_v1_c4	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2740_v1_c1	-	5341489	-	-	MPF_T	-	Non-mobilizable
AI2740_v1_c2	G1	212171	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2740_v1_c3	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2740_v1_c4	G370	12355	-	-	-	-	Non-mobilizable
AI2740_v1_c5	G371	1475	-	-	-	-	Non-mobilizable
AI2741_v1_c1	-	5361502	-	-	MPF_T	-	Non-mobilizable
AI2741_v1_c2	G1	212171	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2741_v1_c3	G1	65647	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2741_v1_c4	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2742_v1_c1	-	5407185	IncP	MOBP	MPF_T	-	Conjugative
AI2742_v1_c2	G1	212171	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2742_v1_c3	G1	66091	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2742_v1_c4	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2743_v1_c1	-	5354376	-	-	MPF_T	-	Non-mobilizable
AI2743_v1_c2	G1	202100	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2743_v1_c3	G1	60050	IncL/M	MOBP	MPF_I	-	Conjugative
AI2743_v1_c4	G1	50874	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2744_v1_c1	-	6034991	-	-	-	-	Non-mobilizable
AI2744_v1_c2	G1	195319	IncFIB,rep_cluster_959,IncFII	MOBF	MPF_F	-	Conjugative
AI2744_v1_c3	G28	109361	IncFIB	-	-	-	Non-mobilizable
AI2744_v1_c4	G1048	10058	IncQ2	MOBF	-	-	Mobilizable
AI2744_v1_c5	G372	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2745_v1_c1	-	5353854	-	-	MPF_T	-	Non-mobilizable
AI2745_v1_c2	G1	203654	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2745_v1_c3	G1	66091	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2745_v1_c4	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2746_v1_c1	-	5363321	-	-	MPF_T	-	Non-mobilizable
AI2746_v1_c2	G1	212171	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2746_v1_c3	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2747_v1_c1	-	4717191	IncP	MOBP	MPF_T	-	Conjugative
AI2747_v1_c2	G1	338774	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2747_v1_c3	G1	211074	IncFII,IncFIB	MOBF	MPF_F	-	Conjugative
AI2747_v1_c4	G1	74916	IncFIIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2747_v1_c5	G373	35317	IncP	MOBP	-	-	Mobilizable
AI2748_v1_c1	-	5266819	-	-	-	-	Non-mobilizable
AI2748_v1_c2	G1	202877	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2748_v1_c3	G1	66091	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2748_v1_c4	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2749_v1_c1	-	5353273	-	-	MPF_T	-	Non-mobilizable
AI2749_v1_c2	G1	182382	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2749_v1_c3	G1	107410	IncL/M,IncP	MOBP,MOBP	MPF_I	-	Conjugative
AI2749_v1_c4	G1	85476	IncR	MOBP	MPF_T	MOBF	Conjugative
AI2750_v1_c1	-	5350443	-	-	MPF_T	-	Non-mobilizable
AI2750_v1_c2	G1	163419	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2750_v1_c3	G1	59269	IncL/M	-	MPF_I	-	Non-mobilizable
AI2750_v1_c4	G374	35592	IncX1	MOBP	MPF_T	MOBP	Conjugative
AI2751_v1_c1	-	5358278	-	-	MPF_T	-	Non-mobilizable
AI2751_v1_c2	G1	212947	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2751_v1_c3	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2751_v1_c4	G1	51318	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2752_v1_c1	-	5349505	-	-	MPF_T	-	Non-mobilizable
AI2752_v1_c2	G1	212171	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2752_v1_c3	G1	66274	IncL/M	MOBP	MPF_I	-	Conjugative
AI2752_v1_c4	G1	65758	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2753_v1_c1	-	5410851	IncP	MOBP	MPF_T	-	Conjugative
AI2753_v1_c2	G1	236315	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2753_v1_c3	G1	48675	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2754_v5_c1	-	5395020	-	-	MPF_T	-	Non-mobilizable
AI2754_v5_c2	G1	212947	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2754_v5_c3	G1	71569	IncL/M	MOBP	MPF_I	-	Conjugative
AI2754_v5_c4	G1	50874	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2754_v5_c5	G375	3219	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2755_v2_c1	-	5346895	-	-	MPF_T	-	Non-mobilizable
AI2755_v2_c2	G1	204116	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2755_v2_c3	G1	66274	IncL/M	MOBP	MPF_I	-	Conjugative
AI2755_v2_c4	G1	34128	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2756_v1_c1	-	5370369	IncP	MOBP	MPF_T	-	Conjugative
AI2756_v1_c2	G1	202100	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2756_v1_c3	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2757_v1_c1	-	5357513	-	-	MPF_T	-	Non-mobilizable
AI2757_v1_c2	G1	202876	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2757_v1_c3	G1	105977	IncN,IncR	MOBF,MOBP	MPF_T	MOBF,MOBF	Conjugative
AI2757_v1_c4	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2759_v1_c1	-	4797313	-	-	-	-	Non-mobilizable
AI2759_v1_c2	G1	305034	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2759_v1_c3	G1	73676	IncL/M	MOBP	MPF_I	-	Conjugative
AI2759_v1_c4	G376	11419	IncX1	-	-	-	Non-mobilizable
AI2759_v1_c5	G377	2496	ColRNAI_rep_cluster_1857	-	-	MOB_unknown,MOBP	Mobilizable
AI2760_v1_c1	-	4716093	IncP	MOBP	MPF_T	-	Conjugative
AI2760_v1_c2	G1	279526	IncFII,IncFIB	MOBF	MPF_F	-	Conjugative
AI2760_v1_c3	G1	71107	IncFIIA,IncFII	MOBF	MPF_F	-	Conjugative
AI2760_v1_c4	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2760_v1_c5	G373	30363	IncP	MOBP	-	-	Mobilizable
AI2760_v1_c6	G378	3200	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2761_v1_c1	-	5358103	-	-	MPF_T	-	Non-mobilizable
AI2761_v1_c2	G1	212171	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2761_v1_c3	G1	65906	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2761_v1_c4	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2762_v1_c1	-	4971851	-	-	-	-	Non-mobilizable
AI2762_v1_c2	G1	114323	IncFII	MOBF	MPF_F	-	Conjugative
AI2762_v1_c3	G379	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2763_v1_c1	-	5305150	-	-	MPF_T	-	Non-mobilizable
AI2763_v1_c2	G1	121074	rep_cluster_1418,IncFII	MOBP	MPF_I	-	Conjugative
AI2763_v1_c3	G15	54404	rep_cluster_1	-	-	-	Non-mobilizable
AI2763_v1_c4	G1	52932	IncR	MOBP	-	-	Mobilizable
AI2763_v1_c5	G1	49695	IncL/M	-	MPF_I	-	Non-mobilizable
AI2763_v1_c6	G380	4715	ColRNAI_rep_cluster_1857	-	-	MOB_unknown,MOBP	Mobilizable
AI2763_v1_c7	G381	4167	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2763_v1_c8	G382	2674	-	-	-	-	Non-mobilizable
AI2764_v1_c1	-	5320230	-	-	MPF_T	-	Non-mobilizable
AI2764_v1_c2	G1	119845	rep_cluster_1418,IncFII	MOBP	MPF_I	-	Conjugative
AI2764_v1_c3	G15	54404	rep_cluster_1	-	-	-	Non-mobilizable
AI2764_v1_c4	G1	52932	IncR	MOBP	-	-	Mobilizable
AI2764_v1_c5	G1	49695	IncL/M	-	MPF_I	-	Non-mobilizable
AI2764_v1_c6	G383	4715	ColRNAI_rep_cluster_1857	-	-	MOBP,MOB_unknown	Mobilizable
AI2764_v1_c7	G384	4167	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2764_v1_c8	G385	2674	-	-	-	-	Non-mobilizable
AI2765_v1_c1	-	5333677	-	-	MPF_T	-	Non-mobilizable
AI2765_v1_c2	G1	121034	rep_cluster_1418,IncFII	MOBP	MPF_I	-	Conjugative
AI2765_v1_c3	G1	64662	IncR	MOBP	-	-	Mobilizable
AI2765_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2765_v1_c5	G15	54404	rep_cluster_1	-	-	-	Non-mobilizable
AI2765_v1_c6	G386	7926	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2765_v1_c7	G387	4715	ColRNAI_rep_cluster_1857	-	-	MOBP,MOB_unknown	Mobilizable
AI2765_v1_c8	G388	4167	ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2766_v1_c1	-	5367215	-	-	MPF_T	-	Non-mobilizable
AI2766_v1_c2	G1	121082	rep_cluster_1418,IncFII	MOBP	MPF_I	-	Conjugative
AI2766_v1_c3	G1	65762	IncR	MOBP	-	-	Mobilizable
AI2766_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2766_v1_c5	G15	54404	rep_cluster_1	-	-	-	Non-mobilizable
AI2766_v1_c6	G389	7926	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2766_v1_c7	G390	4715	ColRNAI_rep_cluster_1857	-	-	MOB_unknown,MOBP	Mobilizable
AI2766_v1_c8	G391	4167	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2767_v1_c1	-	5304972	-	-	MPF_T	-	Non-mobilizable
AI2767_v1_c2	G1	117649	rep_cluster_1418,IncFII	MOBP	MPF_I	-	Conjugative
AI2767_v1_c3	G1	64366	IncL/M	MOBP	MPF_I	-	Conjugative
AI2767_v1_c4	G1	58021	IncR	MOBP	-	-	Mobilizable
AI2767_v1_c5	G15	54404	rep_cluster_1	-	-	-	Non-mobilizable
AI2767_v1_c6	G392	7926	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2767_v1_c7	G393	4715	ColRNAI_rep_cluster_1857	-	-	MOB_unknown,MOBP	Mobilizable
AI2767_v1_c8	G394	4167	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2768_v1_c1	-	5333399	-	-	MPF_T	-	Non-mobilizable
AI2768_v1_c2	G1	121066	rep_cluster_1418,IncFII	MOBP	MPF_I	-	Conjugative
AI2768_v1_c3	G1	65762	IncR	MOBP	-	-	Mobilizable
AI2768_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2768_v1_c5	G15	54404	rep_cluster_1	-	-	-	Non-mobilizable
AI2768_v1_c6	G395	4715	ColRNAI_rep_cluster_1857	-	-	MOB_unknown,MOBP	Mobilizable
AI2768_v1_c7	G396	2674	-	-	-	-	Non-mobilizable
AI2769_v1_c1	-	5277742	-	-	MPF_T	-	Non-mobilizable
AI2769_v1_c10	G397	2480	-	-	-	-	Non-mobilizable
AI2769_v1_c11	G398	2470	-	-	-	-	Non-mobilizable
AI2769_v1_c12	G399	1003	-	-	-	-	Non-mobilizable
AI2769_v1_c13	G400	584	-	-	-	-	Non-mobilizable
AI2769_v1_c2	G1	121082	rep_cluster_1418,IncFII	MOBP	MPF_I	-	Conjugative
AI2769_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2769_v1_c4	G15	53996	rep_cluster_3	-	-	-	Non-mobilizable
AI2769_v1_c5	G1	32787	IncR	MOBP	-	-	Mobilizable
AI2769_v1_c6	G401	7926	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2769_v1_c7	G402	4715	ColRNAI_rep_cluster_1857	-	-	MOB_unknown,MOBP	Mobilizable
AI2769_v1_c8	G403	4167	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2769_v1_c9	G404	3448	-	-	-	-	Non-mobilizable
AI2770_v1_c1	-	5314618	-	-	MPF_T	-	Non-mobilizable
AI2770_v1_c2	G1	121066	rep_cluster_1418,IncFII	MOBP	MPF_I	-	Conjugative
AI2770_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2770_v1_c4	G15	55958	rep_cluster_1	-	-	-	Non-mobilizable
AI2770_v1_c5	G405	7926	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2770_v1_c6	G941	4715	ColRNAI_rep_cluster_1857	-	-	MOBP,MOB_unknown	Mobilizable
AI2770_v1_c7	G926	2674	-	-	-	-	Non-mobilizable
AI2771_v2_c1	-	5441256	-	-	MPF_T	-	Non-mobilizable
AI2771_v2_c2	G1	117271	IncFIB,IncFII	-	-	-	Non-mobilizable
AI2771_v2_c3	G1	112360	IncL/M,IncN	MOBP,MOBF,MOBP	MPF_I	MOBF	Conjugative
AI2771_v2_c4	G15	53243	rep_cluster_1	-	-	-	Non-mobilizable
AI2771_v2_c5	G406	3516	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2771_v2_c6	G407	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2772_v1_c1	-	4729496	-	-	-	-	Non-mobilizable
AI2772_v1_c2	G1	263145	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2772_v1_c3	G1	154846	IncFII,IncFIA	MOBF	MPF_F	-	Conjugative
AI2772_v1_c4	G408	4935	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2772_v1_c5	G409	4665	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2772_v1_c6	G410	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2773_v2_c1	-	5364591	-	-	-	-	Non-mobilizable
AI2773_v2_c2	G1	90272	IncL/M	MOBP	MPF_I	-	Conjugative
AI2773_v2_c3	G15	53258	rep_cluster_1	-	-	-	Non-mobilizable
AI2773_v2_c4	G411	4709	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2774_v1_c1	-	4840363	-	-	-	-	Non-mobilizable
AI2774_v1_c2	G28	113823	IncFIB	-	-	-	Non-mobilizable
AI2774_v1_c3	G1	106402	rep_cluster_1444	-	-	MOB_unknown	Mobilizable
AI2774_v1_c4	G1	50838	IncL/M	-	MPF_I	-	Non-mobilizable
AI2774_v1_c5	G412	4995	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2774_v1_c6	G413	4096	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2775_v1_c1	-	5331532	-	-	MPF_T	-	Non-mobilizable
AI2775_v1_c2	G1	116273	rep_cluster_1418,IncFII	MOBP	MPF_I	-	Conjugative
AI2775_v1_c3	G1	67089	IncR	MOBP	-	-	Mobilizable
AI2775_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2775_v1_c5	G15	54404	rep_cluster_1	-	-	-	Non-mobilizable
AI2775_v1_c6	G414	4715	ColRNAI_rep_cluster_1857	-	-	MOB_unknown,MOBP	Mobilizable
AI2775_v1_c7	G415	4167	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2775_v1_c8	G1019	2674	-	-	-	-	Non-mobilizable
AI2776_v1_c1	-	5379436	-	-	MPF_T	-	Non-mobilizable
AI2776_v1_c2	G1	173773	IncFIB,IncQ1,IncFIIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2776_v1_c3	G1	63660	IncL/M	MOBP	MPF_I	-	Conjugative
AI2776_v1_c4	G416	9294	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2776_v1_c5	G417	6647	ColRNAI_rep_cluster_1857	MOBP	-	MOBP	Mobilizable
AI2776_v1_c6	G418	2496	ColRNAI_rep_cluster_1987	-	-	MOBP,MOB_unknown	Mobilizable
AI2777_v1_c1	-	5372150	-	-	-	-	Non-mobilizable
AI2777_v1_c2	G1	302663	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2777_v1_c3	G1	165815	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2777_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2777_v1_c5	G419	3991	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2777_v1_c6	G420	3223	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2778_v1_c1	-	5378240	-	-	MPF_T	-	Non-mobilizable
AI2778_v1_c2	G1	157270	IncFIB,IncFIIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2778_v1_c3	G1	63660	IncL/M	MOBP	MPF_I	-	Conjugative
AI2778_v1_c4	G421	9294	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2778_v1_c5	G422	6647	ColRNAI_rep_cluster_1857	MOBP	-	MOBP	Mobilizable
AI2778_v1_c6	G423	2496	ColRNAI_rep_cluster_1987	-	-	MOBP,MOB_unknown	Mobilizable
AI2779_v1_c1	-	5277320	-	-	MPF_T	-	Non-mobilizable
AI2779_v1_c2	G1	87254	rep_cluster_1418	-	-	-	Non-mobilizable
AI2779_v1_c3	G424	5568	-	MOBP	-	-	Mobilizable
AI2779_v1_c4	G425	3479	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2780_v5_c1	-	5476908	-	-	MPF_T	-	Non-mobilizable
AI2780_v5_c2	G1	203042	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2780_v5_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2780_v5_c4	G1	31026	IncR	MOBP	-	-	Mobilizable
AI2780_v5_c5	G426	9294	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2780_v5_c6	-	6910	rep_cluster_1785	-	-	-	Non-mobilizable
AI2781_v1_c1	-	5411908	-	-	-	-	Non-mobilizable
AI2781_v1_c2	G1	300714	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2781_v1_c3	G1	195691	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2781_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2781_v1_c5	G427	26696	-	-	MPF_T	-	Non-mobilizable
AI2781_v1_c6	G428	3991	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2782_v5_c1	-	5475056	-	-	MPF_T	-	Non-mobilizable
AI2782_v5_c2	G1	202191	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2782_v5_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2782_v5_c4	G1	31026	IncR	MOBP	-	-	Mobilizable
AI2782_v5_c5	G429	9294	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2782_v5_c6	G942	6910	rep_cluster_1785	-	-	-	Non-mobilizable
AI2784_v1_c1	-	5476312	-	-	MPF_T	-	Non-mobilizable
AI2784_v1_c2	G1	188120	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2784_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2784_v1_c4	G1	31026	IncR	MOBP	-	-	Mobilizable
AI2784_v1_c5	G430	9294	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2784_v1_c6	G943	6910	-	-	-	-	Non-mobilizable
AI2785_v1_c1	-	5378237	-	-	MPF_T	-	Non-mobilizable
AI2785_v1_c2	G1	171913	IncFIB,IncQ1,IncFIIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2785_v1_c3	G1	63660	IncL/M	MOBP	MPF_I	-	Conjugative
AI2785_v1_c4	G431	9294	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2785_v1_c5	G432	6647	ColRNAI_rep_cluster_1857	MOBP	-	MOBP	Mobilizable
AI2785_v1_c6	G433	2496	ColRNAI_rep_cluster_1987	-	-	MOB_unknown,MOBP	Mobilizable
AI2786_v1_c1	-	5373083	-	-	-	-	Non-mobilizable
AI2786_v1_c2	G1	256348	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2786_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2786_v1_c4	G1	44406	-	-	-	-	Non-mobilizable
AI2786_v1_c5	G434	3991	rep_cluster_2050	-	-	-	Non-mobilizable
AI2786_v1_c6	G435	3223	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2787_v1_c1	-	5189649	-	-	-	-	Non-mobilizable
AI2787_v1_c10	G436	3223	-	MOBP	-	MOBP	Mobilizable
AI2787_v1_c11	G437	3181	-	-	-	-	Non-mobilizable
AI2787_v1_c12	G927	1153	-	-	-	-	Non-mobilizable
AI2787_v1_c13	G973	1037	-	-	-	-	Non-mobilizable
AI2787_v1_c14	G438	672	-	-	-	-	Non-mobilizable
AI2787_v1_c15	G974	552	-	-	-	-	Non-mobilizable
AI2787_v1_c16	G439	316	-	-	-	-	Non-mobilizable
AI2787_v1_c17	G440	174	-	-	-	-	Non-mobilizable
AI2787_v1_c18	G441	169	-	-	-	-	Non-mobilizable
AI2787_v1_c2	G1	300742	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2787_v1_c3	G1	194864	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2787_v1_c4	G1	108858	-	-	-	-	Non-mobilizable
AI2787_v1_c5	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2787_v1_c6	G1	47305	-	-	-	-	Non-mobilizable
AI2787_v1_c7	G865	34221	-	-	-	-	Non-mobilizable
AI2787_v1_c8	G1	26103	-	-	-	-	Non-mobilizable
AI2787_v1_c9	G442	3991	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2789_v1_c1	-	5416287	-	-	-	-	Non-mobilizable
AI2789_v1_c2	G1	300742	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2789_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2789_v1_c4	G443	3991	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2789_v1_c5	G444	3223	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2790_v1_c1	-	5380036	-	-	MPF_T	-	Non-mobilizable
AI2790_v1_c2	G1	173773	IncFIB,IncQ1,IncFIIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2790_v1_c3	G1	63660	IncL/M	MOBP	MPF_I	-	Conjugative
AI2790_v1_c4	G445	9294	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2790_v1_c5	G446	6647	ColRNAI_rep_cluster_1857	MOBP	-	MOBP	Mobilizable
AI2790_v1_c6	G447	2496	ColRNAI_rep_cluster_1987	-	-	MOBP,MOB_unknown	Mobilizable
AI2791_v1_c1	-	5373656	-	-	-	-	Non-mobilizable
AI2791_v1_c2	G1	300713	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2791_v1_c3	G1	169661	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2791_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2791_v1_c5	G448	3991	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2792_v1_c1	-	5230197	-	-	-	-	Non-mobilizable
AI2792_v1_c2	G1	207642	IncH,rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2792_v1_c3	G1	123321	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2792_v1_c4	G28	109699	IncFIB	-	-	-	Non-mobilizable
